,predicted_class,min_Relevance,max_Relevance,mean_Relevance,median_Relevance,num_corrupted,fraction_corrupted,score1,score2,score3,delta_score1,delta_score2,original_acc,corrupted_acc,randomly_corrupted_acc,normalized_score_drop,normalized_score_drop_random
sample_0,0,-0.055556186,0.03825055,0.0017072319,-0.0005726144,56,0.2857142857142857,0.9500957131385803,0.9767954349517822,0.9837462902069092,-0.026699721813201904,-0.03365057706832886,True,True,True,-0.02810213902028995,-0.03541809167538114
sample_1,0,-0.012261033,0.025190277,0.0016883533,0.0017208346,75,0.3826530612244898,0.946395754814148,0.9271559119224548,0.9276708960533142,0.019239842891693115,0.01872485876083374,True,True,True,0.020329595514163537,0.019785442470112206
sample_2,0,-0.03369385,0.065629035,0.0016696581,0.00029595263,66,0.336734693877551,0.9427314400672913,0.9792467951774597,0.8525237441062927,-0.03651535511016846,0.09020769596099854,True,True,True,-0.03873357093889011,0.09568758622769555
sample_3,0,-0.03900889,0.028771054,0.001696597,-0.0009406286,58,0.29591836734693877,0.9480113387107849,0.9568660259246826,0.9637290239334106,-0.008854687213897705,-0.015717685222625732,True,True,True,-0.009340275640520639,-0.01657963842922011
sample_4,0,-0.015466391,0.012059854,0.0016922951,0.0026140963,93,0.4744897959183674,0.9471681714057922,0.8805186748504639,0.9862613081932068,0.06664949655532837,-0.03909313678741455,True,True,True,0.0703671201877559,-0.041273701933408825
sample_5,0,-0.018666321,0.040632397,0.0017897551,0.001699002,82,0.41836734693877553,0.966270387172699,0.8238328695297241,0.8576096296310425,0.14243751764297485,0.1086607575416565,True,True,True,0.14740958590249892,0.11245378000209359
sample_6,0,-0.06949909,0.04389123,0.0018964242,0.0013767007,71,0.3622448979591837,0.9871774911880493,0.9311379790306091,0.8949131369590759,0.056039512157440186,0.09226435422897339,True,True,True,0.056767412808407636,0.09346278156923432
sample_7,0,-0.06197906,0.033366546,0.0018897519,0.0036367038,85,0.4336734693877551,0.9858697652816772,0.9115380048751831,0.999398946762085,0.07433176040649414,-0.013529181480407715,True,True,True,0.0753971396873668,-0.013723091991306004
sample_8,0,-0.039876524,0.026675241,0.0017064237,0.0018755747,80,0.40816326530612246,0.9499373435974121,0.9278656840324402,0.9549465775489807,0.022071659564971924,-0.0050092339515686035,True,True,True,0.023234858292218056,-0.005273225634649373
sample_9,0,-0.027454583,0.033686146,0.0014950673,0.0037283283,78,0.3979591836734694,0.908511757850647,0.9148831963539124,0.9743409752845764,-0.006371438503265381,-0.06582921743392944,True,True,True,-0.007013050131942047,-0.07245829992301686
sample_10,0,-0.0501431,0.079732746,0.0004462601,0.00019986842,65,0.33163265306122447,0.7029452919960022,0.6107605695724487,0.9485664963722229,0.09218472242355347,-0.2456212043762207,True,True,True,0.1311406783332973,-0.34941724081938597
sample_11,0,-0.053427525,0.04072263,0.0014034971,0.0024509726,83,0.42346938775510207,0.8905636072158813,0.9358600974082947,0.8486745357513428,-0.04529649019241333,0.041889071464538574,True,True,True,-0.05086272314003622,0.047036585736412485
sample_12,0,-0.036382448,0.042759072,0.0014766911,0.0017721318,77,0.39285714285714285,0.9049097299575806,0.7199646234512329,0.9166127443313599,0.18494510650634766,-0.011703014373779297,False,False,False,0.2043796197384432,-0.012932797588912984
