,mean_fraction_corrupted,mean_normalized_score_drop,mean_normalized_score_drop_random,original_acc,corrupted_acc,randomly_corrupted_acc,skewness,kurtosis,skewness_random,kurtosis_random,frac_neg,frac_05,frac_10,frac_neg_random,frac_05_random,frac_10_random,skewness_scaled,skewness_scaled_random,kurtosis_scaled,kurtosis_scaled_random
0.05,0.0172128399614465,0.2267980546521913,0.0119512050180482,0.6519507186858317,0.6344969199178645,0.6591375770020534,0.9340894660583506,0.086766609825355,1.1869603812378071,11.577131517669592,0.1201232032854209,0.6950718685831622,0.1848049281314168,0.4291581108829568,0.5626283367556468,0.0082135523613963,0.5459683287888552,0.6280496479529839,0.07786080744618684,0.8080707108345485
0.15,0.0667822570506641,0.3447025812022842,0.0375436424898593,0.6519507186858317,0.635523613963039,0.6694045174537988,0.3432427630593855,-0.7753365659581593,0.9671424551458208,4.393149554276175,0.0903490759753593,0.5872689938398358,0.3223819301848049,0.4127310061601643,0.5513347022587269,0.0359342915811088,0.3541808439707069,0.5566972532469793,0.02307435969204094,0.35153039923382384
0.25,0.1168178770481498,0.3961534502279399,0.0648499918531537,0.6519507186858317,0.6160164271047228,0.6642710472279261,0.0931537345296442,-0.7986821005985152,1.1247671871925695,2.566981117794032,0.0770020533880903,0.5359342915811088,0.3870636550308008,0.3757700205338809,0.5492813141683778,0.0749486652977412,0.2730025188334383,0.6078618797921382,0.02159075662712468,0.23547783795579538
0.35,0.1658634706449314,0.4093038293409272,0.0867032771895828,0.6519507186858317,0.6180698151950719,0.6642710472279261,-0.0042962880869745,-0.7933351346668855,0.8470960517509395,1.718992921137965,0.0862422997946611,0.4969199178644763,0.4168377823408624,0.3542094455852156,0.5564681724845996,0.0893223819301848,0.241370464972006,0.5177304660046894,0.021930555015397857,0.18158839370220375
0.45,0.2154066965595272,0.4137597118140907,0.0990417724692251,0.6519507186858317,0.6139630390143738,0.6878850102669405,-0.0430031755497363,-0.7507208596232053,0.7001905814583854,1.2363075785561026,0.0934291581108829,0.4887063655030801,0.4178644763860369,0.3418891170431211,0.5523613963039015,0.1057494866529774,0.22880629806721883,0.47004528724270267,0.024638681860122136,0.15091385723617196
0.55,0.2649708754138205,0.4228716842974555,0.1138858646956342,0.6519507186858317,0.6262833675564682,0.6827515400410678,-0.0401820081472641,-0.8910024242919516,0.5569468730953285,1.044896848341999,0.0924024640657084,0.4835728952772073,0.4240246406570842,0.3326488706365503,0.5492813141683778,0.1180698151950718,0.22972204253634224,0.42354870800559535,0.015723822444821654,0.13874975174969448
0.65,0.3145141013284163,0.4200515474585011,0.1373210116344087,0.6519507186858317,0.6262833675564682,0.6817248459958932,-0.0822424778433123,-0.7067332765338779,0.5100683900752776,0.7005279258775508,0.0903490759753593,0.4958932238193018,0.4137577002053388,0.3049281314168378,0.5564681724845996,0.1386036960985626,0.21606931052932424,0.40833205992264654,0.027434082098109144,0.11686519023928925
0.75,0.3645811507354481,0.4291393904633812,0.1451192865584087,0.6519507186858317,0.62217659137577,0.6981519507186859,-0.1811377114285682,-0.5846003561556974,0.217204847350361,0.4520622826662217,0.0975359342915811,0.4702258726899384,0.4322381930184805,0.2905544147843942,0.5431211498973306,0.1663244353182751,0.1839681445017418,0.3132692255714452,0.03519559956993516,0.10107525886810959
0.85,0.4135953149226836,0.4256826703921043,0.1674269663569819,0.6519507186858317,0.6149897330595483,0.6960985626283368,-0.1584250811251553,-0.6362525577272318,0.3860026192481879,0.1369421693504988,0.0975359342915811,0.4671457905544148,0.4353182751540041,0.2813141683778234,0.5482546201232033,0.1704312114989733,0.1913406122118707,0.36806059522938583,0.03191311468613502,0.08104945208603634
0.95,0.4631647320119012,0.4105940801826098,0.1736653494802213,0.6519507186858317,0.6365503080082136,0.7094455852156057,-0.205829462981209,-0.5551743797054693,0.3655280948767123,0.2238445095302217,0.1139630390143737,0.4609856262833675,0.4250513347022587,0.2607802874743326,0.5636550308008214,0.175564681724846,0.17595325857278724,0.36141461157216626,0.03706561323731316,0.08657207472994707
1.0,0.4903092653899342,0.4069062940981967,0.1875599627494542,0.6519507186858317,0.6242299794661191,0.6909650924024641,-0.2819550386322483,-0.4199910427473972,0.162058004199162,0.133123157656323,0.1129363449691991,0.4691991786447638,0.4178644763860369,0.2772073921971252,0.5277207392197125,0.1950718685831622,0.15124307129351242,0.2953686867515681,0.04565648151796119,0.08080675481901226
