,mean_fraction_corrupted,mean_normalized_score_drop,mean_normalized_score_drop_random,original_acc,corrupted_acc,randomly_corrupted_acc,skewness,kurtosis,skewness_random,kurtosis_random,frac_neg,frac_05,frac_10,frac_neg_random,frac_05_random,frac_10_random
0.05,0.01721283996144652,0.003917692647735853,0.015531973775984455,0.6519507186858317,0.6591375770020534,0.6540041067761807,2.947817079230398,27.239049165525785,2.0091602577317147,11.727135206049889,0.46098562628336753,0.5369609856262834,0.002053388090349076,0.48767967145790553,0.5,0.012320328542094456
0.15,0.06678225705066416,0.011785727655903027,0.036708047012917064,0.6519507186858317,0.6683778234086243,0.6817248459958932,1.0308064679549283,9.907715661518338,1.1583086735782717,4.910036499516618,0.4209445585215606,0.5687885010266941,0.01026694045174538,0.40451745379876797,0.5595482546201233,0.03593429158110883
0.25,0.11681787704814982,0.0275817238294986,0.053358999785083856,0.6519507186858317,0.6694045174537988,0.6611909650924025,0.7491802599999425,6.670577111208212,0.878189606369749,3.004300287282132,0.3757700205338809,0.608829568788501,0.015400410677618069,0.38809034907597534,0.5503080082135524,0.061601642710472276
0.35,0.16586347064493145,0.06933448319670678,0.08594973726603534,0.6519507186858317,0.6724845995893224,0.6632443531827515,1.3694775125834544,3.499606664563717,0.959830960163289,1.8213185833493633,0.3398357289527721,0.6129363449691991,0.04722792607802875,0.3542094455852156,0.553388090349076,0.09240246406570841
0.45,0.21540669655952727,0.09732803949055417,0.10162678054150495,0.6519507186858317,0.6919917864476386,0.6735112936344969,1.0403674281372792,2.787037982408684,0.5559874353007951,1.2507793587906093,0.2792607802874743,0.648870636550308,0.07186858316221766,0.34496919917864477,0.5472279260780287,0.10780287474332649
0.55,0.26497087541382053,0.1229657803369165,0.11613442357402859,0.6519507186858317,0.6940451745379876,0.6878850102669405,0.9747950181358641,1.662952735591622,0.6257659800882488,0.9846170316196887,0.2782340862422998,0.6170431211498973,0.10472279260780287,0.33059548254620125,0.5451745379876797,0.12422997946611909
0.65,0.31451410132841634,0.1743836865142035,0.13719930591966017,0.6519507186858317,0.6981519507186859,0.6806981519507187,0.7596574764848887,0.687180669308523,0.531629059223775,0.5905213846151462,0.21868583162217659,0.6293634496919918,0.15195071868583163,0.29055441478439425,0.5636550308008214,0.1457905544147844
0.75,0.36458115073544817,0.21836008622937936,0.13597175350444143,0.6519507186858317,0.6878850102669405,0.6817248459958932,0.6491994544273548,-0.01564446762446936,0.369679768681436,0.5741927752714786,0.21765913757700206,0.5749486652977412,0.20739219712525667,0.3028747433264887,0.553388090349076,0.1437371663244353
0.85,0.41359531492268364,0.2688992394140888,0.16438880400177855,0.6519507186858317,0.6827515400410678,0.6796714579055442,0.319355252328698,-0.26194184700382905,0.42390239447198785,0.3780186600589932,0.17864476386036962,0.5636550308008214,0.25770020533880905,0.28542094455852157,0.5462012320328542,0.16837782340862423
0.95,0.4631647320119012,0.34753797405105413,0.17859486683883366,0.6519507186858317,0.6694045174537988,0.688911704312115,0.06087832802788232,-0.5159935643251958,0.17229012607452154,0.19093801533515808,0.13347022587268995,0.5338809034907598,0.3326488706365503,0.2618069815195072,0.553388090349076,0.18480492813141683
1.0,0.4903092653899342,0.4103317556817707,0.1843773554269875,0.6519507186858317,0.635523613963039,0.7032854209445585,-0.11174987635493207,-0.6348398083069298,0.2847793824254523,0.14872105314827033,0.10574948665297741,0.4815195071868583,0.4127310061601643,0.27618069815195073,0.5338809034907598,0.18993839835728954
